"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","",""
"","699","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Clinical & Translational Rsch","701","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Care-Diverse Communities","712","001","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Family Med-Madison","920","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Family Med-Wausau","923","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrk Fam&Comm Med-Native Am","926","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Family Med-St Lukes","930","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sports Medicine","933","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fam Medicine UW Hospital Sub-I","937","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","46","3.830","41.3",".","6.5",".",".",".",".",".",".","50.0",".",".","2.2",".",".","."
