"","699
106","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","","9","3.913","88.9",".","11.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Third Year Anesthesia","812
002","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","920
041","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","","13","3.833","76.9","7.7","15.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","6","3.867","83.3",".","16.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","9","3.913","88.9",".","11.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","13","3.833","76.9","7.7","15.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
