"TERM : 1194","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2018-2019","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNINSection","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
Dept. Total
944","218","3.743","60.6","20.6","3.7","1.4","1.4","",".","",".","9.2","",".",".","",".","",".","3.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","16","3.262","12.5","50.0","18.8","12.5","6.3","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","12","3.693","41.7","58.3",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","42","3.625","57.1","16.7","7.1","2.4","4.8","",".","",".","4.8","",".",".","",".","",".","7.1",".",".","."
"Undergraduates","70","3.538","44.3","31.4","8.6","4.3","4.3","",".","",".","2.9","",".",".","",".","",".","4.3",".",".","."
"Special","8","3.700","25.0","25.0",".",".",".","",".","",".","37.5","",".",".","",".","",".","12.5",".",".","."
"Graduate","140","3.889","70.7","15.0","1.4",".",".","",".","",".","10.7","",".",".","",".","",".","2.1",".",".","."
"Dept. Total","218","3.743","60.6","20.6","3.7","1.4","1.4","",".","",".","9.2","",".",".","",".","",".","3.2",".",".","."
