"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","523","3.671","35.0","26.8","4.2","",".","",".","",".","",".","7.6","",".","22.6","",".","",".","3.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 1","","247","3.682","44.9","33.6","5.3","",".","",".","",".","",".",".","",".","16.2","",".","",".",".",".",".","."
"Prof Yr 2","","194","3.656","36.1","29.4","4.6","",".","",".","",".","",".",".","",".","19.6","",".","",".","10.3",".",".","."
"Prof Yr 3","","80","",".",".",".","",".","",".","",".","",".","50.0","",".","50.0","",".","",".",".",".",".","."
"Professionals","","521","3.670","34.7","26.9","4.2","",".","",".","",".","",".","7.7","",".","22.6","",".","",".","3.8",".",".","."
"","Dept. Total","523","3.671","35.0","26.8","4.2","",".","",".","",".","",".","7.6","",".","22.6","",".","",".","3.8",".",".","."
