"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","","47","3.974","83.0","6.4","",".","",".","",".","",".","",".","8.5","",".",".","",".","",".","",".",".","2.1","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","17","3.977","94.1","5.9","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","18","3.980","88.9","5.6","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","5.6","."
"Undergraduates","","","38","3.980","92.1","5.3","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","2.6","."
"Graduate","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","8","3.929","37.5","12.5","",".","",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","","8","3.929","37.5","12.5","",".","",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","47","3.974","83.0","6.4","",".","",".","",".","",".","",".","8.5","",".",".","",".","",".","",".",".","2.1","."
