"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512","001","","38","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534","001","","40","3.713","42.5","57.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","540","001","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Practice Issues in PT","543","001","","38","3.889","42.1",".","5.3",".",".",".",".",".",".",".",".",".","52.6",".",".","."
"Cl Decision Mkng:Neuromus Mech","628","001","","40","3.638","45.0","37.5","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636","001","","38","3.553","18.4","73.7","7.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640","001","","40","3.700","45.0","50.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Current Iss in Rehab Rsch II","643","001","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665","001","","40","3.588","27.5","62.5","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677","001","","38","3.539","18.4","71.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700","002","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VI","705","001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VII","706","001","","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"IP Public Health Leadership","758","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","004","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
