"Intro to the Visual System","911
043","","3","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
001","","4","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
002","","4","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","8","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
702","Dept. Total","","31","4.000","90.3","",".","",".","",".","",".","",".","",".","9.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","8","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","12","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","20","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","9","4.000","88.9","",".","",".","",".","",".","",".","",".","11.1","",".",".","",".","",".","",".",".",".","."
"Professionals","","","11","4.000","72.7","",".","",".","",".","",".","",".","",".","27.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","31","4.000","90.3","",".","",".","",".","",".","",".","",".","9.7","",".",".","",".","",".","",".",".",".","."
