"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"COLLABORATIVE NURSING PRG Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Transitions: Pract & Prof","306
001","","11","3.409","36.4","36.4","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Foundations Prof Nursing Pract","407
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Chronic Care Management","441
003","","8","3.188","12.5","50.0",".","37.5",".",".",".",".",".",".",".",".",".",".",".","."
"Research & Evidence Base Pract","446
003","","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","447
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Info Mgt & Hlthcare Tech","453
003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","454
003","","9","3.167","44.4","11.1",".","22.2","22.2",".",".",".",".",".",".",".",".",".",".","."
"","490
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","490
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","490
003","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490
006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","Course Total","","19","3.582","57.9","21.1","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"Capstone Practicum for RN's","519
001","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"CNP
691","Dept. Total","","84","3.554","52.4","26.2","8.3","8.3","3.6","1.2",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
