"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Civil Procedure II","802
001","22","1.250","13.6",".","18.2",".",".","4.5",".","9.1",".",".",".",".",".",".",".","."
"","815
001","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","47","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Business Organizations I","817
001","86","1.317","12.8",".","20.9",".","5.8",".",".","4.7",".",".",".",".",".",".",".","."
"Conflict of Laws","820
001","8","1.500","12.5",".","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Bankruptcy Law","821
001","8","1.875","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Law: Marriage & Divorce","822
001","27","1.000","7.4",".","18.5",".",".","3.7",".","7.4",".",".",".",".",".",".","3.7","."
"Federal Jurisdiction","824
001","71","1.200","11.3",".","16.9",".","2.8",".",".","15.5",".",".",".",".",".",".",".","."
"International Law","827
001","28","1.750","25.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Land Use Controls","830
001","7","0.000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Real Estate Transactions II","838
001","12","1.455","8.3",".","33.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Taxation II","840
001","21","1.300","14.3",".","19.0",".","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","46","1.256","8.7",".","26.1",".","2.2",".",".","6.5",".",".",".",".",".",".",".","."
"","850
002","13","1.692","15.4",".","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","850
003","21","1.238","14.3",".","19.0",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","80","1.333","11.3",".","25.0",".","3.8",".",".","3.8",".",".",".",".",".",".",".","."
"","852
001","16","",".",".",".",".",".",".",".","93.8",".",".",".",".",".",".",".","6.3"
"","852
003","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
005","13","",".",".",".",".",".",".",".","84.6",".",".",".",".",".",".",".","15.4"
"","852
006","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","61","",".",".",".",".",".",".",".","95.1",".",".",".",".",".",".",".","4.9"
"","854
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","11","",".",".",".",".",".",".",".","72.7",".",".",".",".",".",".",".","27.3"
"","854
006","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
008","7","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
009","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
012","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
013","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
014","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
015","15","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","854
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
017","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
018","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
019","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","152","",".",".",".",".",".",".",".","92.8",".",".",".",".",".",".",".","7.2"
