"TERM : 1194","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Spring 2018-2019","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","",""
"Extramur Elect-Obstet & Gyn","926
041
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"Extramural Elect-Intl Health","937
002
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"SR MED
882","2
Dept. Total","***","","","","","","","","","",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","",""
"Prof Yr 4","2","***","","","","","","","","","",".",".",".",".",".",".  
."
"Professionals","2","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
2","***","","","","","","","","","",".",".",".",".",".",".  
."
"July 03, 2019","","","","","","","","","","","","","","","","","Page 395 of 423"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
