"","936
043","7","3.857","71.4","28.6",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","936
044","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
045","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elec-Emergency Med","Course Total","23","3.696","52.2","34.8","13.0",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","298","3.560","42.6","36.9","19.5","0.3","0.3","",".","0.3","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","1","3.500",".","100.0",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","124","3.394","19.4","46.8","31.5","0.8","0.8","",".","0.8","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","173","3.733","59.5","29.5","11.0",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","298","3.560","42.6","36.9","19.5","0.3","0.3","",".","0.3","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","298","3.560","42.6","36.9","19.5","0.3","0.3","",".","0.3","",".","",".",".","",".","",".","",".",".",".","."
