"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","699
024","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
025","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
031","19","4.000","94.7",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".","5.3","."
"Directed Study","Course Total","22","4.000","90.9",".",".",".",".","",".","",".","4.5","",".",".","",".","",".","",".",".","4.5","."
"Hematology","703
062","145","3.221","20.7","19.3","48.3","6.9","4.8",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Cardiovascular System","706
044","149","3.540","39.6","34.2","21.5","4.0","0.7",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Respiratory System","715
001","149","3.550","52.3","12.8","28.2","6.0","0.7",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Pharmacology I","717
001","145","3.700","62.8","15.2","21.4","0.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Neoplastic Diseases","721
035","145","3.479","46.9","9.7","38.6","2.1","2.8",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Patient, Doctor & Society I","800
001","152","3.938","89.5","8.6","2.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Patient, Doctor & Society 3","001
806","145","3.855","75.9","19.3","4.8",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"MED SC-M
622","Dept. Total","1052","3.593","56.3","16.6","22.9","2.8","1.2","",".","",".","0.1","",".",".","",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","4","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","161","3.944","90.1","7.5","1.9",".",".","",".","",".",".","",".",".","",".","",".","",".",".","0.6","."
"Prof Yr 2","","883","3.570","49.9","18.3","27.0","3.3","1.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","4","3.833","50.0","25.0",".",".",".","",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","1048","3.592","56.1","16.7","23.0","2.8","1.2","",".","",".","0.1","",".",".","",".","",".","",".",".","0.1","."
"","Dept. Total","1052","3.593","56.3","16.6","22.9","2.8","1.2","",".","",".","0.1","",".",".","",".","",".","",".",".","0.1","."
