"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","38","3.592","31.6","55.3","13.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-Phy Ther Practice","527
001","37","3.608","29.7","62.2","8.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","538
001","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","538
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues I","Course Total","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","540
001","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","635
001","35","3.686","42.9","51.4","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","36","3.639","36.1","55.6","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship II","651
001","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship III","652
001","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clin Path: Implications for PT","665
001","35","3.557","37.1","37.1","25.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskel Assesmnt&Trtmnt I","676
001","35","3.457","25.7","40.0","34.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","396","3.587","18.4","27.5","8.6",".",".",".",".",".",".","45.5",".",".",".",".",".","."
