"TERM : 1052","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2004-2005","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PATHOLOGY AND LABORATOR","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"PATH
704","Dept. Total","98","3.763","25.5","6.1","6.1",".","",".","",".","",".","34.7","",".","24.5","",".","2.0","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","4","3.885","75.0","25.0",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","9","3.750","66.7",".","22.2",".","",".","",".","",".",".","",".",".","",".",".","11.1",".",".","."
"Graduate","","86","3.643","23.3","2.3","5.8",".","",".","",".","",".","39.5","",".","27.9","",".","1.2",".",".",".","."
"Prof Yr 3","","6","3.800","50.0","33.3",".",".","",".","",".","",".",".","",".",".","",".","16.7",".",".",".","."
"Prof Yr 4","","6","3.944","83.3","16.7",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","12","3.893","66.7","25.0",".",".","",".","",".","",".",".","",".",".","",".","8.3",".",".",".","."
"","Dept. Total","111","3.763","33.3","5.4","6.3",".","",".","",".","",".","30.6","",".","21.6","",".","1.8","0.9",".",".","."
