"PEDIATRICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","",""
"812","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","061","","20","3.475","15.0","65.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","062","","17","3.588","23.5","70.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","063","","17","3.594","17.6","76.5",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"812","064","","18","3.500","5.6","83.3","5.6",".",".",".",".",".",".",".",".",".",".",".",".","5.6"
"3rd Year Pediatrics","Course Total","","73","3.535","15.1","74.0","8.2",".",".",".",".",".",".",".",".",".",".",".",".","2.7"
"910
Indep Rdg & Rsch-4th Yr Med","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","2","***","","","","","","","","","","","","","","","",""
"920","041","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Subinternship-CSC","Course Total","","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"930","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Peds Sub-Intrn Newborn-Milw","Course Total","","2","***","","","","","","","","","","","","","","","",""
"940","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adolescent Med Clerk-CSC","Course Total","","5","***","","","","","","","","","","","","","","","",""
"946","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","",""
"950","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"950","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"950","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"950","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"950","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ped Endocr/DiabetesClrk-CSC","Course Total","","5","***","","","","","","","","","","","","","","","",""
"953","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Genetics Clerk-CSC","Course Total","","3","***","","","","","","","","","","","","","","","",""
"956","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"956","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"956","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hematol-Oncology Clerk-CSC","Course Total","","3","***","","","","","","","","","","","","","","","",""
