"PHARMACY PRACTICE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","",""
"440
Therpeutcs-PAs&Adv Prac Nur,I","001","","31","3.452","35.5","29.0","25.8","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"490","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"490","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"490","003","","22","3.608","31.8","59.1","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"490","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"490","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"490","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"490","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"490","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Select Topics-Pharmacy Prac","Course Total","","41","3.681","51.2","41.5","2.4","4.9",".",".",".",".",".",".",".",".",".",".",".","."
"550","001","","63","3.373","30.2","28.6","33.3","4.8","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"550","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fluid & Electrolyte Therapy","Course Total","","65","3.354","29.2","27.7","33.8","6.2","1.5","1.5",".",".",".",".",".",".",".",".",".","."
"555
Pharmacotherapy I","001","","133","3.305","21.8","30.8","35.3","10.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"600
Interdis Rur Prim Hlth Care","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"612","001","","46","3.967","95.7","2.2","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"612","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Radiopharmaceuticals","Course Total","","47","3.967","93.6","2.1","2.1",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"655
Pharmacotherapy III","001","","131","3.038","19.1","19.8","27.5","24.4","6.1",".","2.3",".",".",".",".",".","0.8",".",".","."
"664","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"664","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Vet Pharmacy Clerkship","Course Total","","2","***","","","","","","","","","","","","","","","",""
"670
Veterinary Therapeutics","001","","83","3.865","79.5","13.3","6.0",".",".",".",".",".",".",".",".",".","1.2",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","13","3.957","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"725
Immunology Pharmacotherapy","002","","9","2.833","11.1","33.3","11.1","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"727
Neuropsych Pharmacotherapy","002","","9","3.444","44.4",".","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"740","003","","23","3.522","34.8","34.8","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"740","004","","23","3.652","56.5","26.1","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Acute Pharmaceut Care Clerkshp","Course Total","","46","3.587","45.7","30.4","21.7",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"741","003","","24","3.771","83.3","12.5",".",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"741","004","","23","3.848","73.9","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"741","103","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"741","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulatry Phmceut Care Clrk","Course Total","","50","3.809","78.0","18.0","2.0",".",".",".","2.0",".",".",".",".",".",".",".",".","."
