"","935
042","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Univ Hsp Fam Prac Sub-Intrn","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM MED
370","Dept. Total","","64","3.957","56.3","3.1","",".",".","",".","",".","",".","40.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","","25","4.000","56.0",".","",".",".","",".","",".","",".","44.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","19","4.000","21.1",".","",".",".","",".","",".","",".","78.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","100.0",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","18","3.939","88.9","11.1","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","64","3.957","56.3","3.1","",".",".","",".","",".","",".","40.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","64","3.957","56.3","3.1","",".",".","",".","",".","",".","40.6","",".",".","",".","",".","",".",".",".","."
