"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","",""
"910","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"920","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","010","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","10","3.500","90.0","",".","",".",".","",".","",".","10.0","",".",".",".",".",".",".",".",".","."
