"","920
042","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","15","3.981","93.3","6.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Clin Anesth Clerk-LaCrosse","921
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","","88","3.725","47.7","42.0","10.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","42","3.628","35.7","52.4","11.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","45","3.813","60.0","33.3","6.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","88","3.725","47.7","42.0","10.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","88","3.725","47.7","42.0","10.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
