"","919
009","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
041","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
042","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","10","3.938","90.0","",".","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
702","Dept. Total","","18","3.967","94.4","",".","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","12","3.955","91.7","",".","8.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","14","3.960","92.9","",".","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","18","3.967","94.4","",".","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
