"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","",""
"929","043","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","044","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Surgery","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"935","041","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","045","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Neurosurgery Clerkship-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"939","041","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"939","042","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"939","043","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Fut Orth Clerk-CSC","Course Total","6","3.833","66.7","33.3",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"940","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","007","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","009","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","010","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","011","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","012","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","Course Total","10","",".",".",".",".","",".","",".","",".","100.0",".",".",".",".",".",".",".","."
"941","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","003","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","007","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","011","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","012","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","043","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","Course Total","11","3.917","90.9",".","9.1",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"948","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","002","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","007","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","011","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","012","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","Course Total","10","3.731","50.0","30.0","20.0",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"949","006","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"954
Periph Vasculr Clrk-CSC/VAH","041","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","001","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","003","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","","","Page 374 of 399",""
