"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATIVE DISORDERS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"Pediatric Audiology","832","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Research Methods","835","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Human Balance System","845","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Human Balance System: Lab","846","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Geriatric Audiol: Diag & Rehab","849","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hearing Sci I: Basic Acoustics","850","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hearing Assessment","852","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hearing Assessment Laboratory","853","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electroacous & Instr Calibratn","854","001","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electroacoustics&Calibration","855","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiolog Assess Audiology II","860","001","","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiol Assess Auditory Sys II","861","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clerkship in Audiology I","891","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clerkship in Audiology II","892","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clerkship in Audiology III","893","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Study in Audiology","899","023","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Speech Pathology","910","001","","33","3.788","63.6","33.3",".","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"","990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","021","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Studies","","Course Total","","3","***","","","","","","","","","","","","","","","",""
