"","967
042","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
043","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Ped Pulmon/Allergy Clrk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Research","990
070","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PEDIAT
708","Dept. Total","135","3.642","39.3","53.3","5.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","76","3.530","14.5","73.7","9.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.6"
"Prof Yr 4","","58","3.842","70.7","27.6","1.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","134","3.637","38.8","53.7","6.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.5"
"","Dept. Total","135","3.642","39.3","53.3","5.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.5"
