"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"960","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","10","3.850","70.0","30.0","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"962
Endocrinology Clerkship-CSC","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","6","3.833","66.7","33.3","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"969","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"969","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Transfusion Med Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"971","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","Course Total","7","3.857","71.4","28.6","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"972
Infect Disease Clerkshp-VAH","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"974
Infect Disease Clerk-Milw","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"981
Pulmonary Disease Clerk-CSC","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","043","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","045","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","11","3.773","54.5","45.5","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"988","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","7","3.938","85.7","14.3","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
