"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313","001","149","3.230","36.2","22.8","16.8","5.4","14.1","4.0",".","0.7",".",".",".",".",".",".",".","."
"Production Planning&Control","315","001","54","3.806","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Simulatn&Probablstc Modelng","320","001","49","3.908","83.7","14.3","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","001","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","002","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","003","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Simulation Modeling Lab","","Course Total","49","3.908","83.7","14.3","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Oper Rsch-Determnstc Modelg","323","001","43","3.174","30.2","11.6","37.2","9.3","9.3","2.3",".",".",".",".",".",".",".",".",".","."
"","348","001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","348","003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Factors Engineering Lab","","Course Total","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349","001","82","3.610","41.5","45.1","9.8","1.2","2.4",".",".",".",".",".",".",".",".",".",".","."
"Junior Design Laboratory","350","001","45","3.920","82.2","15.6",".",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"Intro-Manufac Sys,Dsgn&Anal","415","001","59","3.508","35.6","40.7","16.9","3.4","3.4",".",".",".",".",".",".",".",".",".",".","."
"Health Systems Engineering","417","001","35","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Design Project","450","001","40","3.838","75.0","17.5","7.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engr Mgt-Cont Proc Imprvmnt","515","001","40","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Decision Making in Health Care","517","001","25","3.620","52.0","36.0","8.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"Introduction to Optimization","524","001","11","3.700","63.6","18.2",".",".","9.1",".",".","9.1",".",".",".",".",".",".",".","."
"Linear Programming Methods","525","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Perform&Accidnt Cause","555","001","49","3.694","51.0","36.7","12.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Computationl Geometry","558","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Patient Safety&Error Reduction","559","001","25","3.880","76.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Occupatnl Ergonics&Biomechancs","564","001","10","3.800","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meth-Risk Anal Nuc Pwr Plnt","574","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Quality Engineering","575","001","57","3.709","59.6","22.8","10.5","1.8","1.8",".",".",".",".",".",".",".","3.5",".",".","."
"","601","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601","003","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601","004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Topics Industrial Engr","","Course Total","31","3.903","80.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Safety & Quality-Med Use Sys","608","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Info Sensing&Anal-Manufacturng","612","001","10","3.857","50.0","20.0",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"Production Systems Control","615","001","19","3.868","84.2","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Information Systems","617","001","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Simulation Modeling & Analysis","620","001","23","3.455","26.1","34.8","34.8",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","632","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","632","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","632","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Stochastic Processes","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Design & Anal-Manufact Sys","641","001","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dsgn & Hum Disablty & Aging","662","001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 30, 2016","","","","","","","","","","","","","","","","","","","Page 140 of 435",""
