"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","113","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","118","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","141","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","146","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","149","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","158","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","175","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","176","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","178","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","181","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","185","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","186","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","51","3.977","92.2",".","2.0",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"812","081","","35","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Surgery","Course Total","","36","3.583","44.4","27.8","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"910","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","4","***","","","","","","","","","","","","","","","",""
"919","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","5","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"919","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"919","042","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","043","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","40","3.859","77.5","17.5",".","2.5",".",".",".",".",".",".",".",".",".",".","2.5","."
