"SURGICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","",""
"542
Veterinary Ophthalmology","001","","75","3.480","37.3","28.0","28.0","2.7","2.7",".",".",".",".",".",".",".","1.3",".",".","."
"544
Surgery Fundamentals","001","","81","3.395","35.8","22.2","30.9","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"547
Fundamentals of Anesthesiology","001","","81","3.568","56.8","17.3","12.3","9.9","3.7",".",".",".",".",".",".",".",".",".",".","."
"631
Large Animal Surgery","001","","75","2.760","2.7","18.7","34.7","21.3","20.0","2.7",".",".",".",".",".",".",".",".",".","."
"632
Small Animal Surgery Lab","001","","75","",".",".",".",".",".",".",".","88.0",".",".",".",".","12.0",".",".","."
"634
Small Animal Anesthesia Lab","001","","75","",".",".",".",".",".",".",".","96.0",".",".",".",".","4.0",".",".","."
"642","001","","33","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"642","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Large Animal Surgery","Course Total","","35","4.000","34.3",".",".",".",".",".",".","65.7",".",".",".",".",".",".",".","."
"644
Small Orthopedic Surgery","001","","16","4.000","43.8",".",".",".",".",".",".","56.3",".",".",".",".",".",".",".","."
"645","001","","37","4.000","48.6",".",".",".",".",".",".","51.4",".",".",".",".",".",".",".","."
"645","002","","6","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"Small Animal Genrl Surgery","Course Total","","43","4.000","46.5",".",".",".",".",".",".","53.5",".",".",".",".",".",".",".","."
"646
Veterinary Anesthesiology","001","","31","4.000","41.9",".",".",".",".",".",".","58.1",".",".",".",".",".",".",".","."
"647
Radiology Clinics","001","","17","4.000","11.8",".",".",".",".",".",".","88.2",".",".",".",".",".",".",".","."
"675","001","","13","4.000","61.5",".",".",".",".",".",".","38.5",".",".",".",".",".",".",".","."
"675","004","","47","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"675","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"675","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"675","010","","34","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","109","4.000","58.7",".",".",".",".",".",".","41.3",".",".",".",".",".",".",".","."
"676
Special Species Health","001","","75","3.560","42.7","29.3","25.3","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"677
Vet Dentistry Elective","001","","43","4.000","97.7",".",".",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"741
Clinical Ophthalm Rotation","001","","31","4.000","58.1",".",".",".",".",".",".","41.9",".",".",".",".",".",".",".","."
"743
Adv Anesthlgy/Crit Care Med","001","","14","4.000","78.6",".",".",".",".",".",".","21.4",".",".",".",".",".",".",".","."
"744
Restrnt/Anesth Exotic Anmls","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Food Animal Surgery","001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"748
Dentistry & Oral Surg Rotation","001","","20","4.000","95.0",".",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
