"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"938","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Acting Internship - Inpt-Med","Course Total","","64","3.667","40.6","50.0","7.8",".",".",".",".",".",".",".",".",".",".",".","1.6","."
"940","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy & Clinical Immunology","Course Total","","2","***","","","","","","","","","","","","","","","",""
"942
Clin Electrophys-Milwaukee","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiology Consultation Serv","Course Total","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"945","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"945","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Acute Care Med Cardiol-Milw","Course Total","","2","***","","","","","","","","","","","","","","","",""
"951
Ambulatory Cardiology","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"954
Dermatology Clerk-Marshfld","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship","Course Total","","2","***","","","","","","","","","","","","","","","",""
"965","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerkship","Course Total","","6","3.857","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"971","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"971","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
