"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHES
148","Dept. Total","185","3.617","58.9","11.4","22.7","0.5","",".","",".","",".","3.8","",".",".","",".","",".","",".",".","2.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","36","3.542","41.7","25.0","33.3",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","143","3.628","62.2","8.4","20.3","0.7","",".","",".","",".","4.9","",".",".","",".","",".","",".",".","3.5","."
"Professionals","","183","3.609","58.5","11.5","23.0","0.5","",".","",".","",".","3.8","",".",".","",".","",".","",".",".","2.7","."
"","Dept. Total","185","3.617","58.9","11.4","22.7","0.5","",".","",".","",".","3.8","",".",".","",".","",".","",".",".","2.7","."
