"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Safety & Quality-Med Use Sys","608
001","129","3.678","47.3","43.4","7.0","2.3","",".","",".","",".","",".",".","",".",".","",".","","",".",".",".","."
"Substnc Abuse&Chem Dependnc","640
001","53","3.849","75.5","18.9","5.7",".","",".","",".","",".","",".",".","",".",".","",".","","",".",".",".","."
"PHARMACY
726","Dept. Total","182","3.715","55.5","36.3","6.6","1.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","20","3.768","60.0","35.0","5.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","160","3.713","55.6","35.6","6.9","1.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","182","3.715","55.5","36.3","6.6","1.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","182","3.715","55.5","36.3","6.6","1.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
