"920","002
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","008
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","009
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total
3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"RHAB MED
840","7
Dept. Total","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","2","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior","2","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","4","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","3","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","3","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
7","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
