"","919
005","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","919
006","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","919
009","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","","26","3.977","96.2","3.8","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","7","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","3.958","92.3","7.7","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","21","3.973","95.2","4.8","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","5","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","26","3.977","96.2","3.8","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
