"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"971","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"971","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Infectious Disease Clerkship","Course Total","","9","3.786","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"976","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"976","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Nephrology Clerkship","Course Total","","3","***","","","","","","","","","","","","","","","",""
"981","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"981","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"981","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease-Clinic/Cons","Course Total","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"985","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine","Course Total","","3","***","","","","","","","","","","","","","","","",""
"988","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","","4","***","","","","","","","","","","","","","","","",""
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","230","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","232","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","233","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","240","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","241","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","246","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","247","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","248","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","250","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","252","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","255","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","256","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","257","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","21","",".",".",".",".",".",".",".","66.7",".",".",".","28.6",".",".","4.8","."
