"","933
008","","1","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","933
044","","1","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Sports Medicine","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEART IM","939
044","","3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"FAM MED
370","Dept. Total","","44","3.783","25.0","2.3","4.5","",".","",".","",".","",".","",".","",".","65.9","",".","",".","",".",".","2.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","12","",".",".",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 2","","","11","",".",".",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 3","","","3","***","","","","","","","","","","","","","","","","100.0","",".","",".","",".",".",".","."
"Prof Yr 4","","","17","3.762","58.8","5.9","11.8","",".","",".","",".","",".","",".","",".","17.6","",".","",".","",".",".","5.9","."
"Professionals","","","43","3.762","23.3","2.3","4.7","",".","",".","",".","",".","",".","",".","67.4","",".","",".","",".",".","2.3","."
"","Dept. Total","","44","3.783","25.0","2.3","4.5","",".","",".","",".","",".","",".","",".","65.9","",".","",".","",".",".","2.3","."
