"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","",""
"699","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Infant Mental Health Practice","001","30","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"716
Reflective Practices in IMH II","001","30","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"717
ACP Consultation II","001","6","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"812","041","15","3.400","26.7","33.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"812","042","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","043","15","3.567","40.0","33.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","044","19","3.528","36.8","26.3","31.6",".",".",".",".",".",".",".",".",".",".",".","5.3","."
"Third Year Psychiatry","Course Total","60","3.534","38.3","30.0","28.3","1.7",".",".",".",".",".",".",".",".",".",".","1.7","."
"919","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","2","***","","","","","","","","","","","","","","","",""
"921","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Behav Med Clerk-LaCrosse","Course Total","2","***","","","","","","","","","","","","","","","",""
"922","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PsychCons&OutptClerk-CSC/VA","Course Total","3","***","","","","","","","","","","","","","","","",""
"925","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","044","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Psy Clerk-CSC/MHC","Course Total","3","***","","","","","","","","","","","","","","","",""
"930","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Geriatric Psychiat Clrk-VAH","Course Total","3","***","","","","","","","","","","","","","","","",""
"946","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"946","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"946","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-CSC","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
