"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","",""
"Directed Study","Course Total","","26","4.000","96.2",".",".",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"Production Medicine IV","707
001","","14","4.000","35.7",".",".",".",".",".",".","64.3",".",".",".",".",".",".",".","."
"","775
001","","27","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Externship","Course Total","","71","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
