"Smr-Risk Managemnt&Insuranc","875
001","9","3.889","77.8","22.2",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"","990
017","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
027","3","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","457","3.307","42.7","18.4","20.8","6.1","7.4","2.4","1.1","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","38","3.097","34.2","10.5","28.9","13.2","7.9","5.3",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","102","2.966","33.3","9.8","23.5","6.9","18.6","3.9","3.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","169","3.383","46.7","15.4","22.5","7.7","5.3","1.8",".","0.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","313","3.185","40.3","12.8","23.6","8.0","10.2","3.5","1.3","0.3","",".",".","",".","",".","",".",".",".","."
"Special","","13","3.000","38.5","15.4","7.7","15.4","15.4",".","7.7",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","129","3.696","49.6","31.8","14.7","0.8",".",".",".","3.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","457","3.307","42.7","18.4","20.8","6.1","7.4","2.4","1.1","1.1","",".",".","",".","",".","",".",".",".","."
