"Term:","","","1124","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","","","","","","","Friday, March 02, 2012",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","",""
"","","","","","","Office of the Registrar","","","","","","","","","","",""
"","","","","","","","","","","","","","Facil ID","Comb Enrl","Tot Enrl","Emplid","Instructor Name"
"Subject:","","","KINESIOLOGY","","","","","(","742",")","","","","","","",""
"A1","116","001","LEC","08:50","09:40","M","","W","","","","","0031 1108","0","23","0000496397","DANIEL TIMM"
"A1","116","002","LEC","09:55","10:45","M","","W","","","","","0031 1108","0","20","0000496397","DANIEL TIMM"
"AFF","116","003","LEC","10:00","13:00","","","","","","","S","0031 1108","0","17","0000496397","DANIEL TIMM"
"AFF","116","003","LEC","16:00","19:00","","","","","","F","","0031 1108","0","17","0000496397","DANIEL TIMM"
"A1","119","001","LEC","14:25","15:15","","T","","R","","","","0114 0184","0","110","0000690601","CINDY KUHRASCH"
"A1","127","001","LEC","13:20","14:10","","T","","R","","","","0031 2081","0","40","0000984470","ANDREW WINTERSTEIN"
"A1","197","001","LAB","11:00","12:40","","T","","","","","","0031 2081","0","26","0000530937","JANET HELWIG"
"A1","197","002","LAB","11:00","12:40","","","","R","","","","0031 2081","0","24","0000530937","JANET HELWIG"
"A1","300","001","FLD","","","","","","","","","","","0","4","0002601912","TIM GATTENBY"
"A1","300","002","FLD","18:00","19:00","","T","","","","","","0031 1190","0","23","0000235269","ANN WARD"
"A1","300","003","FLD","08:00","08:50","","T","","","","","","0031 2081","0","3","0002601307","NANCY KRATTIGER-ZILTENER"
"A1","300","004","FLD","12:05","12:55","","","W","","","","","0031 1190","0","7","0000984470","ANDREW WINTERSTEIN"
"A1","314","001","LEC","08:50","09:40","M","","W","","","F","","0031 1140","0","61","0002601866","GARY DIFFEE"
"A1","314","301","LAB","15:30","17:25","M","","","","","","","0031 1108","0","16","0004168219","MARIE HOFFMAN"
"A1","314","302","LAB","13:20","15:15","","T","","","","","","0031 1108","0","16","0004168219","MARIE HOFFMAN"
"A1","314","303","LAB","15:30","17:25","","T","","","","","","0031 1108","0","16","0004168219","MARIE HOFFMAN"
"A1","314","304","LAB","17:30","19:25","M","","","","","","","0031 1108","0","13","0003057646","TIFFANY AKINS"
"A1","315","001","LEC","08:50","10:30","","T","","R","","","","0031 2055","0","12","0004601944","MARTHA MCCURDY"
"A1","315","001","LEC","08:50","10:30","","T","","R","","","","0031 2055","0","12","0000690601","CINDY KUHRASCH"
"A1","315","301","LAB","08:50","10:30","","T","","R","","","","0031 2083","0","12","0004601944","MARTHA MCCURDY"
"A1","315","301","LAB","08:50","10:30","","T","","R","","","","0031 2083","0","12","0000690601","CINDY KUHRASCH"
